Mod:Item:MetaData, Localized Name
divinerpg:base_spawn_crystal, Кристалл основания спаунера
divinerpg:eden_sparkles, Блёстки Эдема
divinerpg:arcanium_attractor, Аттрактор Арканы
divinerpg:arcanium_reflector, Отражатель Арканы
divinerpg:divine_accumulator, Божественная накопитель
divinerpg:ghostbane, Проклятый призрак
divinerpg:orb_of_light, Сфера света
divinerpg:staff_of_enrichment, Посох обогащения
divinerpg:frozen_charge, Замороженный заряд
divinerpg:wizards_book, Книга Мастеров
divinerpg:fyracryx_egg, Яйцо призыва Фиракрикса
divinerpg:paratiku_egg, Яйцо призыва Паратику
divinerpg:seimer_egg, Яйцо призыва Сеймера
divinerpg:golem_of_rejuvenation_egg, Яйцо призыва Голема
divinerpg:aquamarine, Аквамарин
divinerpg:firestock, Файрсток
divinerpg:lamona, Ламона
divinerpg:marsine, Марсин
divinerpg:pinfly, Пинфлай
divinerpg:veilo, Вейло
divinerpg:hitchak, Хитчак
divinerpg:ancient_key, Древний ключ
divinerpg:degraded_key, Ржавый ключ
divinerpg:soul_key, Ключ душ
divinerpg:sludge_key, Осадочный ключ
divinerpg:ancient_brick_door, Древняя кирпичная дверь
divinerpg:degraded_brick_door, Разрушенная кирпичная дверь
divinerpg:soul_sludge_door, Дверь из осадка душ
divinerpg:soul_stone_door, Дверь из камня душ
divinerpg:steel_door, Стальная дверь
divinerpg:weak_arcana_potion, Слабое зелье Арканы
divinerpg:strong_arcana_potion, Сильное зелье Арканы
divinerpg:arcanium, Арканиум
divinerpg:collector, Коллектор
divinerpg:collector_fragments, Фрагменты коллектора
divinerpg:dungeon_tokens, Подземельные монеты
divinerpg:aquamarine_seeds, Семена аквамарина
divinerpg:eucalyptus_root_seeds, Семена корня эвкалипта
divinerpg:firestock_seeds, Семена Файрстока
divinerpg:hitchak_seeds, Семена Хитчака
divinerpg:lamona_seeds, Семена Ламона
divinerpg:marsine_seeds, Семена Марсина
divinerpg:moonbulb_seeds, Семена лунной луковицы
divinerpg:pinfly_seeds, Семена Пинфлайа
divinerpg:pink_glowbone_seeds, Семена розовой светокости
divinerpg:purple_glowbone_seeds, Семена фиолетовой светокости
divinerpg:sky_plant_seeds, Семена небесного растения
divinerpg:tomato_seeds, Семена томата
divinerpg:veilo_seeds, Семена Вейло
divinerpg:white_mushroom_seeds, Семена белых грибов
divinerpg:dirty_pearls, Грязный жемчуг
divinerpg:clean_pearls, Очищенный жемчуг
divinerpg:polished_pearls, Полированный жемчуг
divinerpg:shiny_pearls, Сверкающий жемчуг
divinerpg:teaker_lump, Глыба Тикера
divinerpg:amthirmis_lump, Глыба Амчирмиса
divinerpg:darven_lump, Глыба Дарвена
divinerpg:cermile_lump, Глыба Сермила
divinerpg:pardimal_lump, Глыба Пардимала
divinerpg:quadrotic_lump, Глыба Квадротика
divinerpg:karos_lump, Глыба Кароса
divinerpg:heliosis_lump, Глыба Гелиосиса
divinerpg:arksiane_lump, Глыба Аксиана
divinerpg:backsword_template, Шаблон палаша
divinerpg:bow_template, Шаблон лука
divinerpg:cannon_template, Шаблон пушки
divinerpg:claw_template, Шаблон когтя
divinerpg:disk_template, Шаблон диска
divinerpg:hammer_template, Шаблон молота
divinerpg:staff_template, Шаблон посоха
divinerpg:degraded_template, Деградировавший шаблон
divinerpg:finished_template, Готовый шаблон
divinerpg:glistening_template, Блестящий шаблон
divinerpg:demonized_template, Демонический шаблон
divinerpg:tormented_template, Мучительный шаблон
divinerpg:dream_carrot, Морковь мечты
divinerpg:dream_melon, Арбуз мечты
divinerpg:dream_pie, Пирог мечты
divinerpg:dream_cake, Торт мечты
divinerpg:dream_sweets, Конфетки мечты
divinerpg:dream_sours, Кислинка мечты
divinerpg:honeysuckle, Жимолость
divinerpg:honeychunk, Кусочек мёда
divinerpg:dream_flint, Огниво сновидений
divinerpg:moon_clock, Лунные часы
divinerpg:teaker_arrow, Стрела Тикера
divinerpg:darven_arrow, Стрела Дарвена
divinerpg:pardimal_arrow, Стрела Пардимала
divinerpg:karos_arrow, Стрела Кароса
divinerpg:ever_arrow, Общая стрела
divinerpg:nightmare_bed, Кровать кошмаров
divinerpg:barred_door, Запрещённая дверь
divinerpg:acid, Кислота
divinerpg:band_of_heiva_hunting, Пояс Хейва
divinerpg:rock_chunks, Каменные фрагменты
divinerpg:eden_slab:0, Плита Эдема
divinerpg:wildwood_slab:0, Плита Дикого леса
divinerpg:apalachia_slab:0, Плита Апалачии
divinerpg:skythern_slab:0, Плита Небесного тёрна
divinerpg:mortum_slab:0, Плита Мортума
divinerpg:divine_slab:0, Божественные полублоки
divinerpg:frozen_slab:0, Замороженные полублоки
divinerpg:eucalyptus_slab:0, Эвкалиптовые полублоки
divinerpg:ancient_brick_slab:0, Плита из древнего кирпича
divinerpg:degraded_brick_slab:0, Плита из испорченного кирпича
divinerpg:ancient_brick_slab_breakable:0, Ancient Brick Slab (Breakable)
divinerpg:degraded_brick_slab_breakable:0, Degraded Brick Slab (Breakable)
divinerpg:arlemite_shield, Арлемитовый щит
divinerpg:realmite_shield, Реалмитовый щит
divinerpg:rupee_shield, Рупиевый щит
divinerpg:halite_shield, Халитовый щит
divinerpg:eden_shield, Щит Эдема
divinerpg:wildwood_shield, Щит Дикого Леса
divinerpg:apalachia_shield, Щит Апалачии
divinerpg:skythern_shield, Щит Небесного тёрна
divinerpg:mortum_shield, Щит Мортума
divinerpg:miners_amulet, Амулет Шахтера
divinerpg:arlemite_ore, Арлемитовая руда
divinerpg:realmite_ore, Реалмитовая руда
divinerpg:rupee_ore, Рупиевая руда
divinerpg:bloodgem_ore, Каменно-кровавая руда
divinerpg:netherite_ore, Незеритовая руда
divinerpg:arlemite_block, Арлемитовый блок
divinerpg:realmite_block, Реалмитовый блок
divinerpg:rupee_block, Рупиевый блок
divinerpg:bloodgem_block, Каменно-кровавый блок
divinerpg:netherite_block, Незеритовый блок
divinerpg:sunstorm_spawner, Спавнер Солнечного шторма
divinerpg:termasect_spawner, Спавнер Термасекта
divinerpg:eternal_archer_spawner, Спавнер Вечного лучника
divinerpg:experienced_cori_spawner, Спавнер Королевской Кори
divinerpg:blaze_pumpkin, Тыква ифрита
divinerpg:creeper_pumpkin, Тыква крипера
divinerpg:cyclops_pumpkin, Тыква циклопа
divinerpg:ender_pumpkin, Тыква эндера
divinerpg:ender_watcher_pumpkin, Тыква смотрителя Края
divinerpg:frost_pumpkin, Тыква фроста
divinerpg:ghast_pumpkin, Тыква гаста
divinerpg:glacon_pumpkin, Тыква глакона
divinerpg:hellspider_pumpkin, Тыква адского паука
divinerpg:jungle_spider_pumpkin, Тыква паука джунглей
divinerpg:skeleton_pumpkin, Тыква скелета
divinerpg:spider_pumpkin, Тыква паука
divinerpg:zombie_pumpkin, Тыква зомби
divinerpg:aqua_torch, Водяной факел
divinerpg:skeleton_torch, Костяной факел
divinerpg:black_steel, Чёрная сталь
divinerpg:blue_steel, Синяя сталь
divinerpg:bright_red_steel, Яркая красная сталь
divinerpg:green_steel, Зелёная сталь
divinerpg:orange_steel, Оранжевая сталь
divinerpg:purple_steel, Фиолетовая сталь
divinerpg:red_steel, Красная сталь
divinerpg:white_steel, Белая сталь
divinerpg:yellow_steel, Жёлтая сталь
divinerpg:teal_steel, Бирюзовая сталь
divinerpg:blue_vane, Синяя лопасть
divinerpg:cyan_vane, Бирюзовая лопасть
divinerpg:purple_vane, Фиолетовая лопасть
divinerpg:red_vane, Красная лопасть
divinerpg:yellow_vane, Жёлтая лопасть
divinerpg:aquatonic_bricks, Водяные кирпичи
divinerpg:lava_bricks, Лавовые кирпичи
divinerpg:arlemite_bricks, Арлемитовые кирпичи
divinerpg:darkstone_bricks, Кирпичи из чёрного камня
divinerpg:diamond_bricks, Алмазные кирпичи
divinerpg:gold_bricks, Золотые кирпичи
divinerpg:green_bricks, Зелёные кирпичи
divinerpg:iron_bricks, Железные кирпичи
divinerpg:lapis_lazuli_bricks, Лазуритовые кирпичи
divinerpg:milk_stone_bricks, Кирпичи из молочного камня
divinerpg:netherite_bricks, Незеритовые кирпичи
divinerpg:pink_bricks, Розовые кирпичи
divinerpg:purple_bricks, Фиолетовые кирпичи
divinerpg:realmite_bricks, Реалмитовые кирпичи
divinerpg:redstone_bricks, Кирпичи из красного камня
divinerpg:eden_bricks, Кирпичи Эдема
divinerpg:wildwood_bricks, Кирпичи Дикого леса
divinerpg:apalachia_bricks, Кирпичи Апалачии
divinerpg:skythern_bricks, Кирпичи Небесного тёрна
divinerpg:mortum_bricks, Кирпичи Мортума
divinerpg:minibricks, Мини-кирпичи
divinerpg:arlemite_minibricks, Арлемитовые мини-кирпичи
divinerpg:bedrock_minibricks, Мини-кирпичи из коренной породы
divinerpg:netherite_minibricks, Незеритовые мини-кирпичи
divinerpg:realmite_minibricks, Реалмитовые мини-кирпичи
divinerpg:bloodgem_minibricks, Каменно-кровавые мини-кирпичи
divinerpg:rupee_minibricks, Рупиевые мини-кирпичи
divinerpg:aqua_lamp, Водяная лампа
divinerpg:arlemite_lamp, Арлемитовая лампа
divinerpg:blaze_lamp, Пламенная лампа
divinerpg:bluefire_lamp, Лампа синего огня
divinerpg:diamond_lamp, Алмазная лампа
divinerpg:divine_lamp, Божественная лампа
divinerpg:draken_lamp, Дракеновая лампа
divinerpg:eden_lamp, Лампа Эдема
divinerpg:ender_lamp, Лампа Края
divinerpg:ender_stone_lamp, Лампа из камня Края
divinerpg:gold_lamp, Золотая лампа
divinerpg:ice_lamp, Ледяная лампа
divinerpg:jungle_lamp, Лампа джунглей
divinerpg:kraken_lamp, Лампа Кракена
divinerpg:lapis_lazuli_lamp, Лазуритовая лампа
divinerpg:lava_lamp, Лавовая лампа
divinerpg:milky_lamp, Молочная лампа
divinerpg:molten_lamp, Расплавленная лампа
divinerpg:netherite_lamp, Незеритовая лампа
divinerpg:realmite_lamp, Реалмитовая лампа
divinerpg:redstone_ore_lamp, Лампа из красного камня
divinerpg:rupee_lamp, Рупиевая лампа
divinerpg:terran_lamp, Земляная лампа
divinerpg:blue_fence, Синий забор
divinerpg:blue_fence_on, Синий забор
divinerpg:green_fence, Зелёный забор
divinerpg:green_fence_on, Зелёный забор
divinerpg:red_fence, Красный забор
divinerpg:red_fence_on, Красный забор
divinerpg:asphalt, Асфальт
divinerpg:blue_stone, Синий камень
divinerpg:checker, Клетчатый блок
divinerpg:crate, Ящик
divinerpg:darkstone, Тёмный камень
divinerpg:fancy_wool, Красивая шерсть
divinerpg:milk_stone, Молочный камень
divinerpg:plank_design, Дизайнерские доски
divinerpg:rainbow_wool, Радужная шерсть
divinerpg:spike_block, Шип
divinerpg:hot_spike_block, Горячий шип
divinerpg:altar_of_corruption, Алтарь погибели
divinerpg:bone_chest, Костяной сундук
divinerpg:frosted_allure, Frosted Allure
divinerpg:divine_sapling, Божественный саженец
divinerpg:divine_log, Божественная древесина
divinerpg:divine_leaves, Божественная листва
divinerpg:divine_planks, Божественные доски
divinerpg:divine_stairs, Божественные ступеньки
divinerpg:divine_moss_stone, Мшистый божественный камень
divinerpg:divine_rock, Божественная порода
divinerpg:slime_light, Слаймовый свет
divinerpg:dark_bridge, Тёмный мост
divinerpg:tomato_plant, Томат
divinerpg:white_mushroom_plant, Белый гриб
divinerpg:ancient_entity_statue, Статуя Древней сущности
divinerpg:ayeraco_statue_blue, Статуя синего Айрако
divinerpg:ayeraco_statue_red, Статуя красного Айрако
divinerpg:ayeraco_statue_yellow, Статуя жёлтого Айрако
divinerpg:ayeraco_statue_green, Статуя зелёного Айрако
divinerpg:ayeraco_statue_purple, Статуя фиолетового Айрако
divinerpg:densos_statue, Статуя Денсоса
divinerpg:dramix_statue, Статуя Драмикса
divinerpg:eternal_archer_statue, Статуя Вечного лучника
divinerpg:karot_statue, Статуя Карота
divinerpg:king_of_scorchers_statue, Статуя Короля лихачей
divinerpg:parasecta_statue, Статуя Парасекта
divinerpg:reyvor_statue, Статуя Рейвора
divinerpg:soul_fiend_statue, Статуя Демона душ
divinerpg:the_watcher_statue, Статуя Смотрителя
divinerpg:twilight_demon_statue, Статуя Сумеречного демона
divinerpg:vamacheron_statue, Статуя Вамашерона
divinerpg:termasect_statue, Статуя Термасекта
divinerpg:sunstorm_statue, Статуя Солнечного шторма
divinerpg:experienced_cori_statue, Статуя Королевской Кори
divinerpg:smoldering_tar, Раскалённая смола
divinerpg:frozen_dirt, Замороженная земля
divinerpg:frozen_grass, Замороженная трава
divinerpg:frozen_stone, Замороженный камень
divinerpg:frozen_log, Замороженная древесина
divinerpg:brittle_leaves, Ломкая листва
divinerpg:frozen_planks, Замороженные доски
divinerpg:frozen_stairs, Замороженные ступеньки
divinerpg:frozen_sapling, Замороженый саженец
divinerpg:coalstone, Углекамень
divinerpg:coalstone_stairs, Углекаменные ступеньки
divinerpg:coalstone_furnace, Углекаменная печь
divinerpg:coalstone_furnace_on, Углекаменная печь
divinerpg:frost_archer_spawner, Спаунер морозных лучников
divinerpg:frosted_chest, Замёрзший сундук
divinerpg:frosted_glass, Замёрзшее стекло
divinerpg:icy_bricks, Ледяные кирпичи
divinerpg:icy_stone, Ледяной камень
divinerpg:rollum_spawner, Спаунер роллумов
divinerpg:snow_bricks, Снежные кирпичи
divinerpg:workshop_bookcase, Книжная полка мастерской
divinerpg:workshop_carpet, Ковёр мастерской
divinerpg:workshop_lamp, Лампа мастерской
divinerpg:blue_candy_cane, Синий рождественский леденец
divinerpg:green_candy_cane, Зелёный рождественский леденец
divinerpg:pink_candy_cane, Розовый рождественский леденец
divinerpg:red_candy_cane, Красный рождественский леденец
divinerpg:yellow_candy_cane, Жёлтый рождественский леденец
divinerpg:blue_christmas_lights, Синие рождественские огни
divinerpg:green_christmas_lights, Зелёные рождественские огни
divinerpg:purple_christmas_lights, Фиолетовые рождественские огни
divinerpg:red_christmas_lights, Красные рождественские огни
divinerpg:yellow_christmas_lights, Жёлтые рождественские огни
divinerpg:present_box, Коробка с подарком
divinerpg:winterberry_bush, Куст зимней клубники
divinerpg:ripe_winterberry_bush, Куст спелой зимней клубники
divinerpg:iceika_fire, Огонь Заснежья
divinerpg:eden_dirt, Земля Эдема
divinerpg:wildwood_dirt, Земля Дикого леса
divinerpg:apalachia_dirt, Земля Апалачии
divinerpg:skythern_dirt, Земля Небесного тёрна
divinerpg:mortum_dirt, Земля Мортума
divinerpg:eden_grass, Трава Эдема
divinerpg:wildwood_grass, Трава Дикого леса
divinerpg:apalachia_grass, Трава Апалачии
divinerpg:skythern_grass, Трава Небесного тёрна
divinerpg:mortum_grass, Трава Мортума
divinerpg:twilight_stone, Сумеречный камень
divinerpg:eden_ore, Руда Эдема
divinerpg:wildwood_ore, Руда Дикого леса
divinerpg:apalachia_ore, Руда Апалачии
divinerpg:skythern_ore, Руда Небесного тёрна
divinerpg:mortum_ore, Руда Мортума
divinerpg:eden_sapling, Саженец Эдема
divinerpg:wildwood_sapling, Саженец Дикого леса
divinerpg:apalachia_sapling, Саженец Апалачии
divinerpg:skythern_sapling, Саженец Небесного тёрна
divinerpg:mortum_sapling, Саженец Мортума
divinerpg:eden_log, Древесина Эдема
divinerpg:wildwood_log, Древесина Дикого леса
divinerpg:apalachia_log, Древесина Апалачии
divinerpg:skythern_log, Древесина Небесного тёрна
divinerpg:mortum_log, Древесина Мортума
divinerpg:eden_leaves, Листва Эдема
divinerpg:wildwood_leaves, Листва Дикого леса
divinerpg:apalachia_leaves, Листва Апалачии
divinerpg:skythern_leaves, Листва Небесного тёрна
divinerpg:mortum_leaves, Листва Мортума
divinerpg:eden_planks, Доски Эдема
divinerpg:wildwood_planks, Доски Дикого леса
divinerpg:apalachia_planks, Доски Апалачии
divinerpg:skythern_planks, Доски Небесного тёрна
divinerpg:mortum_planks, Доски Мортума
divinerpg:eden_stairs, Ступеньки Эдема
divinerpg:wildwood_stairs, Ступеньки Дикого леса
divinerpg:apalachia_stairs, Ступеньки Апалачии
divinerpg:skythern_stairs, Ступеньки Небесного тёрна
divinerpg:mortum_stairs, Ступеньки Мортума
divinerpg:eden_block, Блок Эдема
divinerpg:wildwood_block, Блок Дикого леса
divinerpg:apalachia_block, Блок Апалачии
divinerpg:skythern_block, Блок Небесного тёрна
divinerpg:mortum_block, Блок Мортума
divinerpg:sun_blossom, Солнечный цветок
divinerpg:sunbloom, Солнцецвет
divinerpg:eden_brush, Кустарник Эдема
divinerpg:moon_bud, Бутон Луны
divinerpg:moonlight_fern, Папоротник лунного света
divinerpg:wildwood_tallgrass, Высокая трава Дикого леса
divinerpg:dusk_bloom, Сумеречный цвет
divinerpg:dusk_flower, Сумеречный цветок
divinerpg:apalachia_tallgrass, Высокая трава Апалачии
divinerpg:dust_brambles, Пыльные колючки
divinerpg:dust_lily, Пыльная лилия
divinerpg:skythern_brush, Кустарник Небесного тёрна
divinerpg:demon_brambles, Демонические колючки
divinerpg:eye_plant, Ростки Ока
divinerpg:mortum_brush, Кустарник Мортума
divinerpg:moonbulb_plant, Лунная луковица
divinerpg:pink_glowbone_plant, Розовая светокость
divinerpg:purple_glowbone_plant, Фиолетовая светокость
divinerpg:sky_plant, Небесные ростки
divinerpg:wildwood_vine, Лоза Дикого леса
divinerpg:blue_fire, Синий Огонь
divinerpg:eden_torch, Факел Эдема
divinerpg:eden_chest, Сундук Эдема
divinerpg:truffle, Трюфель
divinerpg:arcanite_dirt, Аркановая земля
divinerpg:arcanite_grass, Трава Арканы
divinerpg:raw_arcanium, Raw Arcanium
divinerpg:arcanium_block, Arcanium Block
divinerpg:ancient_bricks, Древние кирпичи
divinerpg:ancient_brick_stairs, Ступеньки из древнего кирпича
divinerpg:ancient_stone, Древний камень
divinerpg:ancient_tile, Древняя плитка
divinerpg:arcanite_tubes, Аркановые трубы
divinerpg:arcanite_ladder, Arcanite Ladder
divinerpg:arcanium_metal, Аркановый металл
divinerpg:arcanium_power, Аркановая мощь
divinerpg:dark_degraded_brick, Тёмные испорченные кирпичи
divinerpg:degraded_bricks, Испорченные кирпичи
divinerpg:degraded_brick_stairs, Ступеньки из испорченного кирпича
divinerpg:dungeon_bookshelf, Книжная полка подземелья
divinerpg:dungeon_lamp, Лампа подземелья
divinerpg:heat_trap, Огненная ловушка
divinerpg:heat_trap_on, Огненная ловушка
divinerpg:light_degraded_brick, Светлые испорченные кирпичи
divinerpg:soul_sludge, Осадок душ
divinerpg:soul_stone, Камень душ
divinerpg:ancient_bricks_breakable, Древние кирпичи (Хрупкие)
divinerpg:ancient_brick_stairs_breakable, Ancient Brick Stairs (Breakable)
divinerpg:ancient_brick_wall_breakable, Ancient Brick Wall (Breakable)
divinerpg:ancient_stone_breakable, Древний камень (Хрупкий)
divinerpg:ancient_tile_breakable, Древняя плитка (Хрупкая)
divinerpg:arcanium_metal_breakable, Аркановый металл (Хрупкий)
divinerpg:arcanium_power_breakable, Аркановая мощь (Хрупкая)
divinerpg:degraded_bricks_breakable, Испорченные кирпичи (Хрупкие)
divinerpg:degraded_brick_stairs_breakable, Degraded Brick Stairs (Breakable)
divinerpg:degraded_brick_wall_breakable, Degraded Brick Wall (Breakable)
divinerpg:dungeon_lamp_breakable, Лампа подземелья (Хрупкая)
divinerpg:soul_sludge_breakable, Осадок душ (Хрупкий)
divinerpg:soul_stone_breakable, Камень душ (Хрупкий)
divinerpg:arcanium_extractor, Аркановый экстрактор
divinerpg:dramix_altar, Драмиксовый алтарь
divinerpg:parasecta_altar, Парасектовый алтарь
divinerpg:stained_glass, Окрашенное стекло
divinerpg:stained_glass2, Окрашенное стекло
divinerpg:stained_glass3, Окрашенное стекло
divinerpg:stained_glass4, Окрашенное стекло
divinerpg:stained_glass5, Окрашенное стекло
divinerpg:stained_glass6, Окрашенное стекло
divinerpg:stained_glass7, Окрашенное стекло
divinerpg:stained_glass8, Окрашенное стекло
divinerpg:arcana_portal, Портал Подземелья тайн
divinerpg:arcana_portal_frame, Рамка портала Подземелья тайн
divinerpg:arcana_hard_portal_frame, Рамка усложнённого портала Подземелья тайн
divinerpg:eucalyptus_log, Древесина эвкалипта
divinerpg:eucalyptus_planks, Доски эвкалипта
divinerpg:eucalyptus_stairs, Эвкалиптовые ступеньки
divinerpg:aquamarine_plant, Аквамариновое растение
divinerpg:eucalyptus_plant, Эвкалипт
divinerpg:firestock_plant, Файрсток
divinerpg:hitchak_plant, Хитчак
divinerpg:lamona_plant, Ламона
divinerpg:marsine_plant, Марсин
divinerpg:pinfly_plant, Пинфлай
divinerpg:veilo_plant, Вейло
divinerpg:greenlight_furnace, Печь зелёного света
divinerpg:greenlight_furnace_on, Печь зелёного света
divinerpg:oceanfire_furnace, Печка океанского огня
divinerpg:oceanfire_furnace_on, Печка океанского огня
divinerpg:molten_furnace, Расплавленная печь
divinerpg:molten_furnace_on, Расплавленная печь
divinerpg:whitefire_furnace, Печь белого огня
divinerpg:whitefire_furnace_on, Печь белого огня
divinerpg:moonlight_furnace, Печь лунного света
divinerpg:moonlight_furnace_on, Печь лунного света
divinerpg:demon_furnace, Демоническая печь
divinerpg:demon_furnace_on, Демоническая печь
divinerpg:acceleron, Асселерон
divinerpg:arcanium_torch, Факел Арканы
divinerpg:elevantium, Элевантиум
divinerpg:star_bridge, Звёздный мост
divinerpg:dream_dirt, Земля сновидений
divinerpg:dream_grass, Трава сновидений
divinerpg:dream_stone, Камень сновидений
divinerpg:dreamwood_log, Древесина сновидений
divinerpg:firewood_log, Огненная древесина
divinerpg:hyrewood_log, Хайровая древесина
divinerpg:mintwood_log, Мятная древесина
divinerpg:dreamwood_leaves, Листва сновидений
divinerpg:firewood_leaves, Огненная листва
divinerpg:hyrewood_leaves, Хайровая листва
divinerpg:mintwood_leaves, Мятная листва
divinerpg:bulbatobe, Булбатоб
divinerpg:cracklespike, Потрескавшийся шип
divinerpg:dreamglow, Свечение мечты
divinerpg:fernite, Фернит
divinerpg:green_dulah, Зелёный дулах
divinerpg:green_gemtop, Зелёная жемчужина
divinerpg:purple_gemtop, Фиолетовая жемчужина
divinerpg:shimmer, Мерцание
divinerpg:shine_grass, Блестящая трава
divinerpg:yellow_dulah, Жёлтый дулах
divinerpg:weedwood_vine, Лоза сорняка
divinerpg:blossomed_weedwood_vine, Расцветшая лоза сорняка
divinerpg:dark_dream_bricks, Тёмные кирпичи сновидений
divinerpg:light_dream_bricks, Светлые кирпичи сновидений
divinerpg:red_dream_bricks, Красные кирпичи сновидений
divinerpg:smooth_glass, Гладкое стекло
divinerpg:fire_crystal, Огненный кристалл
divinerpg:firelight, Огненный свет
divinerpg:dream_lamp, Лампа сновидений
divinerpg:everstone, Зелёный вечный камень
divinerpg:dark_everstone, Тёмный вечный камень
divinerpg:white_everstone, Белый вечный камень
divinerpg:black_hungerstone, Чёрный камень голода
divinerpg:green_hungerstone, Зелёный камень голода
divinerpg:crypt_floor, Пол склепа
divinerpg:crypt_wall, Стена склепа
divinerpg:metal_caging, Металлическая клетка
divinerpg:village_lamp, Деревенская лампа
divinerpg:cell_lamp, Лампа в клетке
divinerpg:hive_wall, Стены улья
divinerpg:black_karos_bricks, Чёрные кирпичи Кароса
divinerpg:blue_karos_bricks, Синие кирпичи Кароса
divinerpg:heliotic_beam, Хелиотичный луч
divinerpg:karos_dispenser, Пушка Кароса
divinerpg:karos_heat_tile_green, Горячая зелёная плитка Кароса
divinerpg:karos_heat_tile_red, Горячая красная плитка Кароса
divinerpg:luna_bricks, Лунные кирпичи
divinerpg:luna_stone, Лунный камень
divinerpg:chamber_wall, Стена комнаты
divinerpg:shifted_chamber_wall, Смещенная стена комнаты
divinerpg:stacked_chamber_wall, Сложенная стена комнаты
divinerpg:hall_wall, Стены зала
divinerpg:infusion_table, Стол наполнения
divinerpg:hive_egg, Яйцо улья
divinerpg:karos_altar, Алтарь Кароса
divinerpg:lunic_altar, Лунный алтарь
divinerpg:quadrotic_altar, Алтарь Квадротика
divinerpg:raglok_altar, Алтарь Раглока
divinerpg:wreck_altar, Алтарь Крушителя
divinerpg:biphron_spawner, Спаунер Бифронов
divinerpg:dreamwrecker_spawner, Спаунер Крушителей снов
divinerpg:gorgosion_spawner, Спаунер Горгосионов
divinerpg:twins_spawner, Спаунер Близнецов
divinerpg:vermenous_spawner, Спаунер Паразитов
divinerpg:acid_block, Кислотный блок
divinerpg:bacterial_acid, Бактериальная кислота
divinerpg:lunic_acid, Лунная кислота
divinerpg:iceika_portal, Портал в Заснежье
divinerpg:eden_portal, Портал Эдема
divinerpg:wildwood_portal, Портал Дикого леса
divinerpg:apalachia_portal, Портал Апалачии
divinerpg:skythern_portal, Портал Небесного тёрна
divinerpg:mortum_portal, Портал Мортума
divinerpg:vethea_portal, Портал в Везею
divinerpg:ancient_brick_wall, Стена из древнего кирпича
divinerpg:degraded_brick_wall, Стена из из испорченного кирпича
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Руда истинного кварца
appliedenergistics2:charged_quartz_ore, Заряженная руда истинного кварца
appliedenergistics2:matrix_frame, Каркас матрицы
appliedenergistics2:quartz_block, Блок истинного кварца
appliedenergistics2:quartz_pillar, Колонна истинного кварца
appliedenergistics2:chiseled_quartz_block, Резной блок истинного кварца
appliedenergistics2:quartz_glass, Кварцевое стекло
appliedenergistics2:quartz_vibrant_glass, Энергичное кварцевое стекло
appliedenergistics2:quartz_fixture, Светильник из заряженного кварца
appliedenergistics2:fluix_block, Изменчивый блок
appliedenergistics2:sky_stone_block, Небесный камень
appliedenergistics2:smooth_sky_stone_block, Блок небесного камня
appliedenergistics2:sky_stone_brick, Кирпич небесного камня
appliedenergistics2:sky_stone_small_brick, Малый кирпич небесного камня
appliedenergistics2:sky_stone_chest, Сундук из небесного камня
appliedenergistics2:smooth_sky_stone_chest, Сундук из блока небесного камня
appliedenergistics2:sky_compass, Метеоритный компас
appliedenergistics2:grindstone, Кварцевый дробитель
appliedenergistics2:crank, Деревянная рукоятка
appliedenergistics2:inscriber, Высекатель
appliedenergistics2:wireless_access_point, МЭ беспроводная точка доступа
appliedenergistics2:charger, Зарядник
appliedenergistics2:tiny_tnt, Маленький динамит
appliedenergistics2:security_station, МЭ терминал безопасности
appliedenergistics2:quantum_ring, МЭ квантовое кольцо
appliedenergistics2:quantum_link, МЭ камера квантовой связи
appliedenergistics2:spatial_pylon, Пространственный пилон
appliedenergistics2:spatial_io_port, Пространственный порт ввода\вывода
appliedenergistics2:controller, МЭ контроллер
appliedenergistics2:drive, МЭ накопитель
appliedenergistics2:chest, МЭ сундук
appliedenergistics2:interface, МЭ интерфейс
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Верстак для ячеек
appliedenergistics2:io_port, МЭ порт ввода\вывода
appliedenergistics2:condenser, Конденсатор материи
appliedenergistics2:energy_acceptor, Приёмщик энергии
appliedenergistics2:vibration_chamber, Вибрационная камера
appliedenergistics2:quartz_growth_accelerator, Ускоритель роста кристаллов
appliedenergistics2:energy_cell, Энергетическая ячейка
appliedenergistics2:dense_energy_cell, Плотная энергетическая ячейка
appliedenergistics2:creative_energy_cell, Творческая энергетическая ячейка
appliedenergistics2:crafting_unit, Блок крафта
appliedenergistics2:crafting_accelerator, Блок обработки крафта
appliedenergistics2:crafting_storage_1k, 1К хранилище крафта
appliedenergistics2:crafting_storage_4k, 4К хранилище крафта
appliedenergistics2:crafting_storage_16k, 16К хранилище крафта
appliedenergistics2:crafting_storage_64k, 64К хранилище крафта
appliedenergistics2:crafting_monitor, Монитор крафта
appliedenergistics2:molecular_assembler, Молекулярный сборщик
appliedenergistics2:light_detector, Светильник обнаружения света
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Ступеньки из небесного камня
appliedenergistics2:smooth_sky_stone_stairs, Ступеньки из блока небесного камня
appliedenergistics2:sky_stone_brick_stairs, Ступеньки из кирпича небесного камня
